export_date,playerid,is_generated,firstname,lastname,commonname,display_name,jerseyname,birthdate,age,nationality,gender,preferredfoot,preferredposition1,preferredposition2,preferredposition3,preferredposition4,preferredposition5,preferredposition6,preferredposition7,role1,role2,role3,role4,role5,overallrating,potential,internationalrep,pacdiv,shohan,paskic,driref,defspe,phypos,gkdiving,gkhandling,gkkicking,gkpositioning,gkreflexes,crossing,finishing,headingaccuracy,shortpassing,volleys,defensiveawareness,standingtackle,slidingtackle,dribbling,curve,freekickaccuracy,longpassing,ballcontrol,shotpower,jumping,stamina,strength,longshots,acceleration,sprintspeed,agility,reactions,balance,aggression,composure,interceptions,positioning,vision,penalties,trait1,trait2,icontrait1,icontrait2,skillmoves,skillmoveslikelihood,weakfootabilitytypecode,height,weight,contractvaliduntil,playerjointeamdate,isretiring,teamid,teamname,jerseynumber,squad_position,leagueid,leaguename,league_level,form,injury,leagueappearances,leaguegoals,leaguegoalsprevmatch,leaguegoalsprevthreematches,yellows,reds,istopscorer,isamongtopscorers,isamongtopscorersinteam
28_09_2025,270086,0,,,,António Silva,,153783,21,38,0,1,5,-1,-1,-1,-1,-1,-1,13,12,0,0,0,77,85,2,79,37,64,69,77,80,12,10,8,6,8,45,32,75,76,52,77,79,76,69,36,26,77,73,60,82,83,87,23,78,80,57,75,59,70,77,74,34,68,40,33792,4352,0,0,1,1,2,187,82,2027,160512,0,234,SL Benfica,4,4,308,Liga Portugal,1,2,0,0,1,0,0,0,0,0,0,0
28_09_2025,270208,0,,,,Archie Gray,,154647,19,14,0,1,10,5,3,14,-1,-1,-1,14,17,13,5,0,76,86,1,72,60,71,74,74,73,15,12,13,6,5,68,59,70,76,55,74,75,73,74,61,55,74,78,64,75,77,72,60,70,74,67,80,67,71,75,75,69,71,57,0,256,0,0,1,2,4,187,70,2030,161334,0,18,Tottenham,14,29,13,Premier League,1,2,0,0,2,0,0,0,0,0,0,0
28_09_2025,270409,0,,,,Savinho,,153946,21,54,0,2,23,27,12,-1,-1,-1,-1,35,36,38,0,0,82,86,3,87,71,77,85,30,53,9,12,8,9,12,81,75,45,80,63,27,30,36,86,80,55,70,84,70,63,73,45,69,90,85,90,79,76,45,84,25,79,80,62,5255168,0,0,0,3,4,2,176,71,2031,161350,0,10,Manchester City,26,29,13,Premier League,1,3,0,0,0,0,0,0,0,0,0,0
28_09_2025,270531,0,,,,Ousmane Diomande,,153818,21,108,0,1,5,-1,-1,-1,-1,-1,-1,13,12,0,0,0,80,87,3,80,26,51,70,79,86,8,6,15,6,6,28,20,80,72,24,79,82,77,72,25,24,74,69,40,93,80,91,22,78,84,63,73,67,85,75,76,25,38,39,269009936,256,0,0,1,1,3,190,93,2030,160816,0,237,Sporting CP,26,4,308,Liga Portugal,1,3,0,0,0,0,0,0,0,0,0,0
28_09_2025,270673,0,,,,Warren Zaïre-Emery,,154643,19,18,0,1,14,10,3,18,-1,-1,-1,21,16,6,0,0,81,88,3,79,68,77,79,77,83,14,11,7,8,15,69,67,66,84,51,75,81,73,78,66,53,83,81,76,84,90,83,69,82,78,75,81,88,76,78,82,78,79,59,121653248,0,0,0,2,2,4,178,68,2029,160616,0,1335,France,33,28,78,Men's National,5,3,0,0,0,0,0,0,0,0,0,0
28_09_2025,270674,0,,,,Alberto Costa,,153752,21,38,0,1,3,12,-1,-1,-1,-1,-1,6,5,0,0,0,77,85,1,81,60,73,70,72,73,13,8,12,5,8,79,56,69,77,48,71,76,75,72,78,49,64,74,74,81,77,72,60,83,81,60,74,59,66,65,69,75,72,46,0,0,0,0,1,1,2,186,79,2030,161721,0,236,FC Porto,20,3,308,Liga Portugal,1,3,0,0,0,0,0,0,0,0,0,0
28_09_2025,270821,0,,,,Mike Penders,,154423,20,7,0,2,0,-1,-1,-1,-1,-1,-1,45,0,0,0,0,77,86,1,79,76,79,77,22,74,79,76,83,74,78,12,8,27,55,9,9,10,14,30,21,27,62,42,59,64,26,72,10,17,30,33,70,29,30,41,10,8,55,15,0,0,0,0,0,0,2,200,95,2032,161390,0,76,Strasbourg,39,0,16,Ligue 1 McDonald's,1,4,0,0,0,0,0,0,0,0,0,0
28_09_2025,270857,0,,,,Mateus Fernandes,,154037,21,38,0,1,14,18,10,-1,-1,-1,-1,20,18,31,0,0,79,85,1,70,72,78,80,71,66,6,5,12,8,5,75,69,58,81,63,67,78,74,80,76,71,79,79,78,70,79,62,76,73,67,84,78,81,61,77,74,76,80,64,4202496,0,0,0,3,2,4,178,72,2030,161757,0,19,West Ham,18,15,13,Premier League,1,3,0,0,3,0,0,0,0,0,0,1
28_09_2025,271040,0,,,,Jaedyn Shaw,,154170,20,95,1,1,27,16,18,-1,-1,-1,-1,40,30,32,0,0,75,85,1,82,71,71,75,44,65,9,6,7,8,13,69,70,68,77,71,35,52,34,77,71,67,68,78,77,79,68,69,70,83,82,74,76,64,52,67,41,75,70,70,768,0,0,0,2,3,3,167,58,2029,161772,0,116310,Gotham FC,10,27,2221,NWSL,1,3,0,0,4,0,0,0,0,0,0,1
28_09_2025,271057,0,,,,Gustavo Sá,,154161,20,38,0,1,18,14,-1,-1,-1,-1,-1,31,20,0,0,0,75,86,1,75,70,75,74,70,75,12,10,13,6,7,69,69,68,77,68,69,74,70,74,77,68,75,75,74,81,68,80,68,74,78,76,75,74,76,76,69,75,78,69,524608,0,0,0,2,2,3,189,83,2029,160602,0,112809,FC Famalicão,20,18,308,Liga Portugal,1,3,0,0,4,0,0,0,0,0,0,1
28_09_2025,271266,0,,,,Givairo Read,,154729,19,34,0,1,3,12,-1,-1,-1,-1,-1,6,5,0,0,0,76,89,1,81,54,69,71,71,76,13,13,12,13,13,76,52,53,72,28,72,75,75,70,71,37,64,72,64,76,78,75,59,84,80,78,73,77,74,70,73,57,69,48,33558528,0,0,0,2,1,3,183,70,2030,161759,0,18,Tottenham,5,29,13,Premier League,1,3,0,0,0,0,0,0,0,0,0,0
28_09_2025,271421,0,,,,Désiré Doué,,154365,20,18,0,1,23,27,14,12,-1,-1,-1,135,37,36,38,18,85,91,3,83,80,77,90,55,74,9,12,7,5,13,76,78,47,81,68,52,62,52,91,82,68,74,91,86,75,80,78,84,85,82,90,85,88,61,91,59,81,78,71,54534272,0,8388608,0,4,4,4,181,79,2029,161380,0,73,Paris SG,14,23,16,Ligue 1 McDonald's,1,2,0,0,4,0,0,0,0,0,0,1
28_09_2025,271446,0,,,,Vicky López,,154783,19,45,1,1,18,23,14,25,-1,-1,-1,132,34,36,20,0,83,92,3,83,80,80,84,47,57,5,14,14,13,11,72,85,58,87,75,45,53,39,86,79,70,77,84,79,70,65,56,74,82,84,84,75,79,44,71,43,76,84,78,9445441,0,0,0,3,3,4,160,53,2028,161385,0,116325,FC Barcelona,19,23,2222,Liga F Moeve,1,3,0,0,8,0,0,0,0,0,1,1
28_09_2025,271800,0,,,,Yankuba Minteh,,154049,21,116,0,2,12,23,-1,-1,-1,-1,-1,26,23,0,0,0,81,86,1,94,69,72,83,55,57,9,8,7,11,8,79,76,40,74,54,58,60,50,85,70,44,57,80,69,61,71,47,63,94,94,92,79,80,63,80,55,80,79,57,2097152,0,33554432,0,3,3,3,180,65,2029,161332,0,1808,Brighton,11,12,13,Premier League,1,4,0,0,2,0,0,0,0,0,0,1
28_09_2025,271807,0,,,,Ethan Nwaneri,,155021,18,14,0,2,23,14,18,12,-1,-1,-1,35,37,19,33,0,77,87,1,82,70,74,78,50,54,14,11,8,12,9,78,71,42,76,59,47,58,43,81,76,60,70,77,72,59,66,51,71,81,83,81,74,83,45,77,52,73,75,59,1048577,0,0,0,2,2,3,180,73,2030,160681,0,219,OM,11,28,16,Ligue 1 McDonald's,1,3,0,0,1,0,0,0,0,0,0,0
28_09_2025,271860,0,,,,Ena Mahmutovic,,153837,21,21,1,1,0,-1,-1,-1,-1,-1,-1,145,0,0,0,0,79,85,1,76,75,75,81,48,79,76,75,75,79,81,20,13,12,13,17,10,20,13,18,11,25,37,12,56,60,30,50,20,50,45,53,78,56,20,49,11,5,62,14,1024,18,0,0,0,0,4,177,65,2027,161334,0,115995,FC Bayern München,32,0,2215,GPFBL,1,3,0,0,0,0,0,0,0,0,0,0
28_09_2025,271918,0,,,,Robin Risser,,154182,20,18,0,1,0,-1,-1,-1,-1,-1,-1,45,0,0,0,0,79,85,1,79,74,82,80,39,75,80,74,83,76,80,12,8,9,48,6,13,13,10,15,19,10,45,23,62,64,36,71,7,36,46,31,75,26,32,38,15,10,36,11,0,0,0,0,0,0,3,193,82,2030,161701,0,64,RC Lens,40,0,16,Ligue 1 McDonald's,1,3,0,0,0,0,0,0,0,0,0,0
28_09_2025,272012,0,,,,Silvia Lloris,,153981,21,45,1,1,5,7,-1,-1,-1,-1,-1,13,11,7,0,0,79,86,1,80,62,71,72,79,76,14,8,9,6,9,63,60,77,84,64,75,82,78,67,60,66,74,81,65,86,72,77,64,79,81,73,74,77,76,67,82,61,60,60,65536,0,0,0,2,2,4,168,65,2027,161336,0,116327,Atlético de Madrid,15,29,2222,Liga F Moeve,1,3,0,0,1,0,0,0,0,0,0,0
28_09_2025,272015,0,,,,Estela Carbonell,,154137,20,45,1,2,7,16,-1,-1,-1,-1,-1,10,9,30,0,0,76,85,1,83,51,71,73,74,69,7,11,14,13,13,73,47,74,77,67,77,74,70,74,51,42,68,73,60,88,67,76,46,82,83,80,69,56,51,65,72,57,72,49,134217728,0,0,0,2,2,4,169,57,2028,161698,0,116280,Juventus,3,28,2226,Women's ROW,1,3,0,0,0,0,0,0,0,0,0,0
28_09_2025,272049,0,,,,Ornella Vignola,,154119,20,45,1,1,16,12,25,27,-1,-1,-1,27,23,42,0,0,77,85,1,82,70,74,77,58,76,5,8,10,9,7,77,68,59,75,68,59,59,49,79,73,55,74,78,77,82,73,82,74,81,82,80,72,64,65,68,60,76,76,46,1052672,0,0,0,3,2,3,164,57,2030,161706,0,116016,Everton,18,25,2216,Barclays WSL,1,4,0,0,4,0,0,0,0,0,0,1
28_09_2025,272082,0,,,,Sandra Villafañe,,154472,20,45,1,1,5,-1,-1,-1,-1,-1,-1,48,11,0,0,0,73,86,1,72,25,56,60,75,64,11,15,12,8,9,34,22,69,81,25,78,77,76,51,31,20,67,78,38,76,62,62,19,72,72,56,70,34,72,68,71,20,44,35,32768,0,0,0,1,1,2,169,54,2028,161029,0,116334,Madrid CFF,4,5,2222,Liga F Moeve,1,1,0,0,0,0,0,0,0,0,0,0
28_09_2025,272094,0,,,,Fiamma Benítez,,154016,21,45,1,1,18,14,-1,-1,-1,-1,-1,31,34,20,0,0,82,90,1,79,75,80,81,60,72,7,15,12,12,13,72,81,59,85,62,52,67,57,82,67,72,83,84,66,77,86,73,73,83,76,79,80,76,56,70,63,85,83,76,16785664,0,0,0,3,3,3,168,58,2027,161340,0,116327,Atlético de Madrid,21,14,2222,Liga F Moeve,1,5,0,0,7,0,0,0,0,0,0,1
28_09_2025,272110,0,,,,Andrea Medina,,153977,21,45,1,2,7,16,-1,-1,-1,-1,-1,9,0,0,0,0,80,85,1,80,53,74,74,78,76,13,8,14,10,8,77,53,78,82,41,79,81,74,71,60,51,70,75,62,87,79,74,48,81,79,79,76,74,80,80,75,69,68,52,67928064,0,0,0,2,3,4,162,58,2031,160621,0,116327,Atlético de Madrid,3,7,2222,Liga F Moeve,1,5,0,0,1,0,0,0,0,0,0,0
28_09_2025,272127,0,,,,Maite Zubieta,,153994,21,45,1,1,14,5,10,-1,-1,-1,-1,20,13,15,0,0,78,85,1,68,68,75,77,72,69,6,12,13,13,7,65,73,60,81,55,73,77,72,79,65,76,86,85,67,68,77,67,72,64,72,72,77,47,66,65,71,68,69,53,1024,0,0,0,2,2,3,173,57,2029,160967,0,116328,Athletic Club,8,14,2222,Liga F Moeve,1,3,0,0,2,0,0,0,0,0,0,1
28_09_2025,272500,0,,,,Carlos Baleba,,153848,21,103,0,2,10,14,-1,-1,-1,-1,-1,149,18,0,0,0,81,91,3,74,70,74,79,78,80,11,6,8,14,13,65,64,68,81,67,77,82,79,81,75,51,80,79,85,81,82,80,76,76,76,75,79,78,81,80,83,68,77,51,4423684,768,0,0,3,4,5,183,77,2032,161713,0,115486,*TeamName_Abbr15_115486,25,28,13,Premier League,1,3,0,0,0,0,0,0,0,0,0,0
28_09_2025,272505,0,,,,Endrick,,154778,19,54,0,2,25,23,12,-1,-1,-1,-1,42,43,36,0,0,78,89,1,87,78,66,80,30,72,8,8,15,15,13,52,78,70,71,75,24,30,32,81,76,72,60,80,86,84,68,74,75,89,86,85,77,84,69,80,20,77,72,68,35651716,0,35651584,0,3,3,3,173,67,2031,161704,0,66,OL,9,23,16,Ligue 1 McDonald's,1,3,0,0,3,0,0,0,0,0,0,1
28_09_2025,272834,0,,,,João Neves,,154116,21,38,0,1,14,10,-1,-1,-1,-1,-1,118,20,16,0,0,87,92,4,74,74,81,85,84,83,8,7,5,13,13,67,73,84,87,84,83,87,82,86,76,72,87,88,79,88,92,79,74,77,71,85,86,86,86,85,86,81,86,60,67636256,256,16777216,0,2,2,4,174,66,2029,161368,0,1354,Portugal,87,13,78,Men's National,5,3,0,0,0,0,0,0,0,0,0,0
28_09_2025,272926,0,,,,Lucas Bergvall,,154609,19,46,0,1,14,18,12,10,-1,-1,-1,18,31,25,0,0,78,87,1,75,66,76,78,72,74,7,13,13,10,9,69,67,55,81,55,69,76,73,79,75,66,79,78,70,72,80,70,69,77,73,73,77,73,77,80,77,76,79,53,150994944,0,0,0,2,3,3,187,74,2031,161333,0,1363,Sweden,15,28,78,Men's National,5,3,0,0,0,0,0,0,0,0,0,0
28_09_2025,272978,0,,,,Jorrel Hato,,154642,19,34,0,2,7,5,10,-1,-1,-1,-1,8,47,13,0,0,78,87,1,85,41,70,74,75,73,8,5,5,13,9,66,39,73,79,37,75,77,74,70,59,31,75,78,56,91,69,73,30,87,84,76,79,78,72,78,77,61,67,35,33636864,256,0,0,1,1,3,182,76,2032,161731,0,5,Chelsea,21,28,13,Premier League,1,3,0,0,0,0,0,0,0,0,0,0
28_09_2025,273018,0,,,,Andrey Santos,,153969,21,54,0,1,14,10,-1,-1,-1,-1,-1,19,20,14,0,0,80,87,1,74,69,74,78,79,80,5,10,15,12,8,57,69,81,82,53,77,82,81,78,69,52,79,81,73,88,91,75,74,77,71,77,79,70,78,81,78,79,79,54,788496,0,0,0,2,2,3,180,77,2030,160791,0,5,Chelsea,17,28,13,Premier League,1,3,0,0,0,0,0,0,0,0,0,0
28_09_2025,273153,0,,,,Linda Caicedo,,154264,20,56,1,1,27,16,18,-1,-1,-1,-1,139,30,31,0,0,86,91,3,91,75,79,87,37,45,11,11,6,13,10,81,82,41,85,51,33,41,30,91,62,60,77,86,70,56,74,35,77,92,91,95,76,81,35,77,44,80,78,60,37756929,0,1048576,0,3,3,4,162,53,2031,160843,0,116326,Real Madrid,18,27,2222,Liga F Moeve,1,4,0,0,3,0,0,0,0,0,0,1
28_09_2025,273466,0,,,,Alyssa Thompson,,154157,20,95,1,1,16,12,27,-1,-1,-1,-1,30,27,26,0,0,82,89,1,87,75,76,83,41,63,13,10,7,8,11,78,87,64,78,59,35,45,38,84,71,58,69,85,66,76,75,62,63,85,88,88,81,81,46,65,34,81,80,68,38797376,0,0,0,3,3,3,163,58,2028,161764,0,116010,Chelsea,12,12,2216,Barclays WSL,1,3,0,0,6,0,0,0,0,0,1,1
28_09_2025,273520,0,,,,Maika Hamano,,153975,21,163,1,1,18,14,-1,-1,-1,-1,-1,33,32,19,0,0,79,87,1,76,72,70,81,51,54,8,14,7,11,10,50,77,58,79,76,48,56,43,80,54,60,76,83,62,67,68,54,68,76,76,83,75,89,33,65,50,80,78,67,5243137,0,0,0,3,2,4,165,50,2029,160966,0,116011,Tottenham,38,28,2216,Barclays WSL,1,3,0,0,2,0,0,0,0,0,0,1
28_09_2025,273946,0,,,,Korbin Shrader,,153766,21,95,1,1,14,10,18,-1,-1,-1,-1,21,16,0,0,0,83,90,1,74,76,79,80,71,74,8,11,12,10,6,65,72,59,87,59,63,76,65,81,59,66,85,84,81,73,78,73,84,71,76,72,79,61,70,80,82,80,85,68,1048576,0,0,0,2,2,3,172,62,2028,161701,0,116033,OL Lyonnes,8,15,2218,Arkema PL,1,3,0,0,5,0,0,0,0,0,0,1
28_09_2025,274246,0,,,,Lewis Miley,,154697,19,14,0,1,14,3,10,-1,-1,-1,-1,19,20,5,0,0,76,86,1,67,65,76,75,75,69,9,7,10,12,7,75,66,70,79,56,75,76,76,76,76,59,76,77,73,75,73,74,67,67,68,71,76,68,50,78,79,73,78,49,16896,0,0,0,2,2,4,193,80,2028,160827,0,13,Newcastle Utd,67,28,13,Premier League,1,3,0,0,1,0,0,0,0,0,0,0
28_09_2025,274288,0,,,,Oscar Gloukh,,153937,21,26,0,1,18,27,23,14,-1,-1,-1,31,33,34,39,36,77,85,1,82,72,71,83,35,48,6,8,13,13,5,68,75,52,76,66,38,32,28,84,74,68,65,82,74,60,74,36,73,87,79,87,69,85,45,78,28,70,77,68,5251520,0,0,0,3,4,4,171,68,2030,161729,0,245,Ajax,10,28,10,Eredivisie,1,3,0,0,5,0,0,0,0,0,0,1
28_09_2025,274786,0,,,,Sheika Scott,,154871,18,72,1,1,18,14,-1,-1,-1,-1,-1,31,0,0,0,0,70,85,1,72,62,62,76,46,54,15,6,13,7,13,45,61,63,69,38,38,41,38,77,47,48,66,78,66,65,69,51,68,71,73,81,50,88,38,59,59,67,69,51,0,0,0,0,2,2,3,157,57,2028,161708,0,116035,Paris FC,11,29,2218,Arkema PL,1,3,0,0,1,0,0,0,0,0,0,0
28_09_2025,275029,0,,,,Ibrahim Maza,,154539,19,97,0,1,18,14,-1,-1,-1,-1,-1,31,20,0,0,0,78,86,1,75,69,74,82,64,64,11,11,6,12,15,66,67,53,80,56,68,68,57,84,70,54,75,85,82,67,75,62,63,74,77,84,67,79,52,75,62,77,81,60,1056768,0,0,0,3,3,4,180,70,2030,161698,0,32,Leverkusen,30,28,19,Bundesliga,1,3,0,0,2,0,0,0,0,0,0,0
28_09_2025,275048,0,,,,Chemsdine Talbi,,154340,20,129,0,1,23,12,16,-1,-1,-1,-1,35,26,30,0,0,77,86,1,90,68,68,79,47,57,5,6,12,8,10,73,69,36,70,61,61,38,33,83,75,49,56,78,70,64,74,56,70,92,88,90,73,84,41,76,57,73,73,50,1048576,0,0,0,2,2,4,175,64,2030,161706,0,106,Sunderland,7,12,13,Premier League,1,3,0,0,3,0,0,0,0,0,0,1
28_09_2025,275050,0,,,,Kyriani Sabbe,,154237,20,7,0,1,3,7,12,-1,-1,-1,-1,6,10,0,0,0,72,85,1,75,62,69,71,66,71,9,12,14,6,13,74,61,61,73,69,66,70,68,70,70,46,69,73,70,76,78,65,61,80,72,74,66,88,76,64,67,65,65,41,134217728,0,0,0,1,1,3,172,68,2028,160786,0,231,Club Brugge,64,3,4,1A Pro League,1,4,0,0,0,0,0,0,0,0,0,0
28_09_2025,275138,0,,,,Lamine Camara,,153846,21,136,0,1,14,10,-1,-1,-1,-1,-1,20,16,0,0,0,79,85,1,79,69,80,79,71,72,13,12,15,12,9,80,65,48,84,52,72,76,74,80,74,75,81,80,77,69,82,66,76,82,79,79,79,80,75,78,74,75,78,55,1032,0,0,0,2,2,3,173,65,2029,161362,0,69,AS Monaco,15,15,16,Ligue 1 McDonald's,1,4,0,0,0,0,0,0,0,0,0,0
28_09_2025,275192,0,,,,Luka Vušković,,154996,18,10,0,1,5,-1,-1,-1,-1,-1,-1,13,12,0,0,0,78,88,1,59,62,62,63,78,80,9,11,7,13,12,38,61,84,78,43,77,80,77,64,38,53,75,70,78,85,69,85,60,53,64,44,74,43,78,66,75,50,55,53,525360,4096,0,0,1,2,3,193,86,2030,161668,0,28,Hamburger SV,44,5,19,Bundesliga,1,4,0,0,5,0,0,0,0,0,0,1
28_09_2025,275298,0,,,,Aleksandar Pavlović,,153969,21,21,0,1,10,14,-1,-1,-1,-1,-1,17,15,20,0,0,81,87,1,62,64,81,79,77,73,6,9,15,9,7,73,68,71,86,67,81,77,77,78,73,68,86,84,64,79,77,76,65,69,56,72,83,70,59,79,77,62,81,51,2048,2048,0,0,2,2,4,188,78,2029,160911,0,1337,Germany,45,11,78,Men's National,5,3,0,0,0,0,0,0,0,0,0,0
28_09_2025,275324,0,,,,Assane Diao,,154461,20,136,0,1,16,12,27,-1,-1,-1,-1,30,27,26,0,0,77,87,1,90,74,67,77,36,62,7,7,12,8,11,69,79,43,69,65,37,33,34,79,58,57,64,80,68,65,77,57,76,90,90,82,70,72,61,66,40,75,70,61,35651585,0,0,0,3,3,4,185,80,2029,161523,0,1745,Como,38,29,31,Serie A Enilive,1,5,0,0,0,0,0,0,0,0,0,0
28_09_2025,275328,0,,,,Can Uzun,,154526,19,48,0,1,18,25,14,-1,-1,-1,-1,31,32,43,19,0,78,86,1,69,78,72,80,38,63,5,7,15,10,9,61,79,61,78,74,42,31,28,81,84,59,70,81,78,74,67,66,79,78,64,80,76,78,50,79,36,78,77,69,5243009,0,0,0,3,3,4,186,70,2029,161334,0,1824,Frankfurt,42,29,19,Bundesliga,1,3,0,0,6,0,0,0,0,0,0,1
28_09_2025,275906,0,,,,Aoba Fujino,,153872,21,163,1,1,23,12,-1,-1,-1,-1,-1,37,26,0,0,0,79,88,1,78,74,76,80,23,56,10,6,11,6,7,80,76,59,81,64,18,20,17,81,60,61,69,80,77,70,76,58,71,77,80,84,75,84,27,66,20,77,80,62,0,0,0,0,2,2,4,162,56,2027,161368,0,131125,Badalona Women,15,29,2222,Liga F Moeve,1,3,0,0,5,0,0,0,0,0,0,1
28_09_2025,276098,0,,,,Giulia Dragoni,,154887,18,27,1,1,14,18,10,-1,-1,-1,-1,18,0,0,0,0,73,90,1,74,73,63,75,67,65,8,10,5,8,14,30,75,60,78,54,63,74,62,77,46,65,72,78,73,72,72,64,75,75,74,70,67,68,55,63,69,72,68,67,32768,0,0,0,2,2,3,165,55,2027,161036,0,116282,Roma,15,13,2226,Women's ROW,1,3,0,0,0,0,0,0,0,0,0,0
28_09_2025,276216,0,,,,Ezechiel Banzuzi,,154258,20,34,0,1,14,10,18,-1,-1,-1,-1,18,14,0,0,0,72,85,1,66,62,66,71,64,73,14,5,14,6,12,52,61,71,76,45,59,69,62,74,50,43,73,76,72,81,74,74,66,67,67,58,72,53,70,62,66,68,69,46,524288,0,0,0,1,1,3,191,80,2030,161668,0,112172,RB Leipzig,6,28,19,Bundesliga,1,3,0,0,0,0,0,0,0,0,0,0
28_09_2025,276285,0,,,,Wieke Kaptein,,154452,20,34,1,1,18,14,-1,-1,-1,-1,-1,31,32,20,0,0,79,89,1,68,71,72,77,69,69,5,14,8,10,7,42,72,62,82,53,61,76,66,78,59,61,83,81,68,70,77,67,77,68,68,69,80,71,62,65,75,80,81,58,0,0,0,0,2,2,3,173,64,2027,161032,0,116010,Chelsea,18,18,2216,Barclays WSL,1,3,0,0,2,0,0,0,0,0,0,1
28_09_2025,276299,0,,,,Michelle Agyemang,,154610,19,14,1,1,25,-1,-1,-1,-1,-1,-1,42,41,44,0,0,76,89,1,71,77,59,75,60,77,6,7,14,5,13,38,80,73,71,65,58,63,55,78,56,46,58,79,79,86,70,83,71,73,69,58,75,59,68,67,53,77,65,70,536870912,0,0,0,2,2,3,169,65,2027,160709,0,116003,1. FC Köln,24,29,2215,GPFBL,1,3,0,0,1,0,0,0,0,0,0,0
28_09_2025,276350,0,,,,Iman Beney,,154780,19,47,1,1,12,14,23,-1,-1,-1,-1,25,0,0,0,0,67,85,1,72,67,60,68,26,52,9,6,5,13,12,56,74,68,70,55,18,30,26,68,48,45,54,73,64,65,67,53,60,70,73,70,58,62,25,55,10,68,60,59,0,0,0,0,2,2,3,160,52,2029,161698,0,116017,Manchester City,24,29,2216,Barclays WSL,1,3,0,0,2,0,0,0,0,0,0,1
28_09_2025,276507,0,,,,Loreen Bender,,154444,20,21,1,1,12,23,-1,-1,-1,-1,-1,25,23,0,0,0,74,87,1,74,69,70,79,50,55,8,6,7,13,12,71,74,54,72,66,42,59,45,80,67,52,64,83,68,64,57,54,64,77,72,84,68,59,52,63,49,70,73,55,16785408,0,0,0,3,3,3,168,57,2027,160967,0,115996,Leverkusen,19,12,2215,GPFBL,1,3,0,0,4,0,0,0,0,0,0,1
28_09_2025,276528,0,,,,Claudio Echeverri,,154578,19,52,0,1,18,14,16,25,-1,-1,-1,32,19,30,0,0,74,85,1,84,66,71,80,38,47,9,12,6,13,11,70,67,40,73,60,32,44,37,81,78,70,69,75,69,53,57,41,72,87,82,92,71,92,54,72,39,68,70,52,0,0,0,0,2,2,3,170,65,2028,161175,0,110062,Girona FC,14,28,53,LALIGA EA SPORTS,1,4,0,0,1,0,0,0,0,0,0,0
28_09_2025,276552,0,,,,Olivia Smith,,154063,21,70,1,1,25,12,18,-1,-1,-1,-1,43,41,42,26,0,79,89,1,79,78,69,82,24,66,6,14,11,12,12,63,80,72,77,68,21,21,17,85,67,55,70,83,78,84,64,72,76,81,77,76,79,75,47,75,14,80,65,75,1048577,0,0,0,3,3,4,163,54,2029,161714,0,116009,Arsenal,15,28,2216,Barclays WSL,1,5,0,0,5,0,0,0,0,0,0,1
28_09_2025,276602,0,,,,Assan Ouédraogo,,154705,19,21,0,1,14,18,10,-1,-1,-1,-1,18,31,0,0,0,74,86,1,76,66,69,81,53,70,8,10,6,11,6,56,66,65,81,52,52,54,44,83,58,47,70,80,70,81,67,77,68,76,76,83,74,77,52,76,55,74,76,56,1056768,2048,0,0,3,2,4,191,89,2029,161333,0,112172,RB Leipzig,20,29,19,Bundesliga,1,3,0,0,3,0,0,0,0,0,0,1
28_09_2025,276694,0,,,,Johan Manzambi,,154498,19,47,0,1,14,10,18,-1,-1,-1,-1,20,16,0,0,0,75,85,1,78,66,69,80,67,70,8,10,8,13,9,58,71,59,78,59,67,69,69,83,53,39,74,79,70,75,77,68,61,81,75,80,74,78,67,69,69,73,74,54,1048576,0,0,0,3,3,3,183,75,2030,161333,0,25,SC Freiburg,44,11,19,Bundesliga,1,3,0,0,3,0,0,0,0,0,0,1
28_09_2025,276711,0,,,,Nahia Aparicio,,153852,21,45,1,1,5,-1,-1,-1,-1,-1,-1,13,11,0,0,0,76,86,1,64,39,64,60,76,73,14,6,12,7,12,50,31,77,80,40,78,75,77,46,56,35,75,76,53,82,64,77,41,61,67,60,79,66,75,67,73,41,53,40,524288,0,0,0,1,1,2,168,57,2027,160979,0,116336,Real Sociedad,4,4,2222,Liga F Moeve,1,3,0,0,1,0,0,0,0,0,0,0
28_09_2025,276825,0,,,,Melween N'Dongala,,154095,21,18,1,1,3,12,-1,-1,-1,-1,-1,5,0,0,0,0,79,85,1,81,40,66,77,79,74,14,11,14,13,13,72,38,76,79,27,78,84,82,78,55,37,67,80,47,89,69,79,35,80,82,75,70,74,65,70,72,56,48,42,268435456,0,0,0,2,2,3,166,58,2029,160967,0,116035,Paris FC,18,3,2218,Arkema PL,1,4,0,0,0,0,0,0,0,0,0,0
28_09_2025,277031,0,,,,Abdukodir Khusanov,,153905,21,191,0,1,5,-1,-1,-1,-1,-1,-1,11,0,0,0,0,79,86,1,86,39,61,65,78,78,12,7,9,8,5,47,35,76,73,38,77,80,78,62,48,40,68,70,49,89,67,82,36,81,92,64,77,59,81,70,81,44,58,47,268451840,0,0,0,1,1,3,186,84,2029,161536,0,10,Manchester City,45,29,13,Premier League,1,3,0,0,0,0,0,0,0,0,0,0
